邓尼根的突刺技术,1,1,1,1
资产收益率,0,0,0,0
沪港通,1,1,1,1
股权投资市场,2,2,2,2
税率,0,0,2,2
银行代理国债,1,1,1,1
保险承保,1,1,1,1
查理芒格,0,0,0,0
“积分法”,1,1,1,1
附息式国债,1,1,1,1
客户信用账户,0,0,0,0
随即行走理论,2,2,2,3
短期移动平均线,2,2,2,2
基金业绩评价,1,1,1,1
银行间市场清算所股份有限公司,1,1,1,1
创业板,1,1,1,1
传统商业银行,0,0,0,0
中国保监会,1,1,1,1
外汇期货投机交易,1,1,1,1
保险人,1,5,2,6
最大满足,0,0,0,2
证券投资顾问服务,0,0,0,0
一般金融投资,1,1,1,1
简易人寿保险,1,2,1,2
非法集资类犯罪,0,0,0,0
投资风险,2,2,3,3
乘数,0,0,1,1
单边合约,0,0,0,0
马尔基尔,1,1,1,1
权证的行权,0,0,0,0
搭便车者,1,1,1,1
现金流,1,3,1,6
套利,2,3,21,23
期货行情图,1,1,1,1
付息,0,0,0,0
保全保单服务,1,1,1,1
投资部,1,1,1,1
国内股票价格指数,1,1,1,1
场内市场,1,1,1,1
杠杆支点,2,2,2,2
规模经济,1,1,1,1
经济学,2,7,7,18
市场行为,2,2,2,2
交易,2,35,38,113
虚值期权,2,2,2,2
价值型股票基金,0,0,0,0
证券投资顾问,1,1,1,1
银行代理信托产品,1,1,1,1
新殖民地,0,0,0,0
机动车商业第三者责任保险,1,1,1,1
融资,0,2,3,9
中国银监会,1,1,1,1
供给价格表,2,2,2,2
基金投资,1,3,4,8
估值,1,1,4,4
其他交割条款,1,1,1,1
风险容忍度,0,0,0,0
技术分析师,2,2,2,2
产业附属投资公司,1,1,1,1
切点投资组合,0,0,0,0
互补品,1,1,2,2
买断式回购,0,0,0,0
需求价格弹性,1,3,1,3
方向性运动指数,2,2,2,2
基金分拆,1,1,1,1
约定式购回,0,0,0,0
财务,0,8,0,12
资产,0,9,5,28
基金投资顾问,0,0,0,0
着装,1,2,3,4
真实价格,0,0,0,0
常备军与民兵,0,0,0,0
融资融券交易,1,1,1,1
基金中的基金,1,1,1,1
到期收益率,0,0,0,0
跌市基金,1,1,1,1
欧盟金融市场,1,1,1,1
基金资产净值,1,1,1,1
中国证监会,1,1,1,2
R平方值,1,1,1,1
偏离度公告,1,1,1,1
减少贫困,1,1,1,1
成本平均法,1,1,1,1
吉姆•罗杰斯,1,1,1,1
银行理财产品,1,1,1,1
银行代理保险,1,2,1,2
利润表,1,1,1,1
菲波纳奇百分比回撤,2,2,2,2
交叉套期保值,1,1,1,1
均衡工资,1,1,1,1
计算机自动交易系统,2,2,2,2
分公司,1,1,1,1
跨期套利,1,1,2,2
期货经纪合同书,0,0,0,1
远期合同交易,1,1,1,1
进口,0,1,0,1
会计,0,3,1,9
黄金T+D产品,1,1,1,1
收购,0,0,0,0
平均可变成本,1,1,1,1
私人物品,1,1,1,1
詹森α,0,0,0,0
纸黄金,2,2,2,2
菲利普·凯睿,0,0,0,0
保险代理,1,6,1,6
特定营业利润税,0,0,0,0
短期利率期货,0,0,0,1
财产损失保险,1,1,1,1
贴现式国债,1,1,1,1
外汇期现套利,1,1,1,1
基金职业道德,1,1,1,1
货币衍生工具,0,0,0,0
贫困线,1,1,1,1
免疫策略,0,0,0,0
资产规模,1,1,1,1
孙延群,1,1,1,1
非上市公司,1,1,1,1
下层阶级,0,0,0,0
大卫•巴赫,1,1,1,1
人民币特种股票账户,1,1,1,1
谨慎投资,1,1,1,1
基金销售机构,1,2,1,2
年地基价值,2,2,2,2
买入套期保值,1,1,1,1
基金财产,0,0,0,0
地租生产物,0,0,0,0
朱格拉周期,0,0,0,0
竞价,1,3,3,6
UCITS六号指令,1,1,1,1
基金销售业务,1,1,1,1
跨市套利,1,1,1,1
基金客户服务,1,1,1,1
机器,0,0,0,0
应收账款周转率,0,0,0,0
卖出套期保值,1,1,1,1
代理人,1,2,4,6
约翰·麦吉,1,1,1,1
中国人,0,1,0,1
黄金,1,4,3,6
基金子公司,1,1,1,1
有限合伙企业,1,1,1,1
正常物品,1,1,1,1
基金财产债权,0,0,0,0
息票互换,1,1,1,1
公司型基金,2,2,2,3
可转换公司债券,1,1,1,1
利率期权,1,1,1,1
金融期货市场,1,1,1,1
公司债券,1,1,3,3
效率,1,3,1,4
土地税,0,0,0,0
操纵证券期货市场,0,0,0,0
查理斯·道,1,1,1,1
股票投资组合,0,0,0,0
特殊商业者,0,0,0,0
私募股权投资机构,0,0,0,0
K线,0,1,0,1
风险分散化,0,0,0,0
盈余公积,0,0,0,0
股票图表,1,1,1,1
微观经济学,1,1,1,1
基金销售支付,0,0,0,0
三一定律,1,1,1,1
偏股型基金,1,1,1,1
卖空,0,2,0,3
女士着装,1,1,1,1
市现率模型,0,0,0,0
静态风险,1,1,1,1
重商学说,0,0,0,0
基金规模,1,1,1,2
风险投资项目,1,1,1,1
仓单,0,0,1,1
风险投资公司,1,1,1,1
跌停板,1,1,1,2
土地所有者,2,2,2,2
市场冲击,1,1,1,1
政策性银行,1,1,1,1
商业,0,5,0,6
投连险,1,1,1,1
借放利息资财,0,0,0,0
中国保险监督管理委员会,1,1,1,1
债券投资,0,0,0,0
土地,2,7,2,7
利弗莫尔,0,0,0,0
保险代理人,1,2,1,2
是川银藏,1,1,1,1
责任风险,1,1,1,1
交换物价值,0,0,0,0
王亚伟,1,1,1,1
看跌期权,1,1,3,3
并购投资者,0,0,0,0
行业优选分析,0,0,0,0
资财,0,0,0,0
贴现因子,0,0,0,0
税赋,0,0,0,0
交易量,3,12,4,15
通货,0,1,0,2
退休养老计划,1,1,1,1
健康保险,1,2,1,2
ETF联接基金,0,0,0,0
定值保值,0,0,0,0
竞价交易,0,0,1,1
英国统治殖民地,0,0,0,0
第三市场,1,1,1,1
开仓,0,1,0,1
罢工,1,1,1,1
退休养老收入,1,1,1,1
同业拆借,0,1,0,1
可交换公司债券,1,1,1,1
租佃制,2,2,2,2
适时进出投资法,1,1,1,1
融券,0,0,0,1
投资管理,1,1,1,2
中小企业私募债,1,1,1,1
掉期,0,1,2,3
申请募集基金,1,1,1,1
土地劳动年产物,0,0,0,0
强有效市场,0,0,0,0
市场供给,1,2,1,2
保险利益,1,2,1,2
产业,0,2,0,2
亚当斯密,0,0,0,0
经纪人市场,1,1,1,1
常用货币市场工具,1,1,1,1
交易所债券市场,1,1,1,1
中国证券监督管理委员会,1,1,1,1
税收,2,3,3,5
信息比率,0,0,0,0
特定风险,1,1,1,1
全球投资业绩标准,0,0,0,0
常备军,0,0,0,0
上市,0,2,1,6
宏观经济风险,1,1,1,1
平均固定成本,1,1,1,1
企业财产保险,1,1,1,1
中外合资基金管理公司,1,1,1,1
投保单,1,1,1,1
管理类资格考试,1,1,1,1
爱因斯坦,2,2,2,2
一级市场,1,1,1,1
宏观经济学,1,1,1,1
平均收益,1,1,1,1
公众责任保险,1,1,1,1
比尔•格罗斯,1,1,1,1
国内货物运输保险,1,1,1,1
劳动者技巧,0,0,0,0
金银,0,0,0,0
物种繁衍,0,0,0,0
家庭形成型基金组合,1,1,1,1
独占权产生,0,0,0,0
公司章程,1,1,1,1
商业银行次级债务,1,1,1,1
公共资源,1,1,1,1
基金销售机构人员,1,1,1,1
复利,1,4,1,4
中国社会保障基金,0,0,0,0
